timestamp|user_id|action|device|country|details
2023-04-09 21:12:40|USR00995|PLAY|Mobile|USA|content=CNT00403,quality=HD
2023-02-08 18:27:49|USR00082|BROWSE|Desktop|Brazil|status=OK
2023-01-29 20:52:07|USR00517|RATE|Desktop|Italy|content=CNT00342,rating=3
2023-10-05 07:12:39|USR00807|LOGOUT|Desktop|Argentina|session_duration=162min
2024-05-03 01:31:53|USR00023|ERROR|Desktop|Peru|type=CONTENT_UNAVAILABLE,severity=CRITICAL
2024-07-21 15:20:15|USR00559|DOWNLOAD|Gaming Console|Korea|status=OK
2024-03-28 14:50:39|USR00835|LOGOUT|Laptop|Germany|session_duration=108min
2024-01-30 19:13:46|USR00516|BROWSE|Mobile|Argentina|status=OK
2023-02-13 16:52:44|USR01000|PLAY|Desktop|Italy|content=CNT00276,quality=HDR
2024-08-01 22:59:47|USR00915|PLAY|Mobile|Japan|content=CNT00238,quality=Full HD
2023-02-25 05:27:53|USR00825|SHARE|Smart TV|Germany|status=OK
2023-03-31 11:00:31|USR00171|LOGOUT|Gaming Console|Colombia|session_duration=78min
2023-06-27 14:05:24|USR00442|RATE|Laptop|Peru|content=CNT00038,rating=5
2024-11-25 02:49:38|USR00188|SEARCH|Gaming Console|Argentina|query='new releases',results=47
2024-11-15 21:56:39|USR00670|SEARCH|Mobile|Korea|query='spanish films',results=43
2024-11-13 16:21:51|USR00364|SEARCH|Mobile|Germany|query='comedy series',results=150
2023-03-08 12:53:15|USR00070|LOGOUT|Smart TV|France|session_duration=157min
2023-03-23 06:02:06|USR00131|PAUSE|Laptop|Italy|status=OK
2023-01-02 17:26:04|USR00020|LOGOUT|Laptop|Italy|session_duration=148min
2024-04-09 02:44:06|USR00278|LOGOUT|Mobile|Germany|session_duration=166min
2023-06-23 22:33:52|USR00662|PAUSE|Smart TV|Colombia|status=OK
2023-05-23 17:44:11|USR00933|RATE|Laptop|Peru|content=CNT00027,rating=4
2023-01-20 17:43:02|USR00549|RATE|Smart TV|Germany|content=CNT00320,rating=1
2024-02-22 08:26:46|USR00032|RATE|Smart TV|Spain|content=CNT00371,rating=3
2023-08-28 15:41:17|USR00032|DOWNLOAD|Desktop|France|status=OK
2023-10-03 11:36:16|USR00474|SEARCH|Smart TV|USA|query='action movies',results=69
2024-10-01 14:00:42|USR00742|LOGIN|Gaming Console|Brazil|ip=192.168.232.107,success=True
2023-06-26 18:34:18|USR00825|LOGOUT|Tablet|France|session_duration=171min
2023-11-04 01:57:06|USR00468|LOGOUT|Tablet|UK|session_duration=133min
2024-08-16 19:55:15|USR00419|DOWNLOAD|Gaming Console|Colombia|status=OK
2023-12-25 03:21:58|USR00756|BROWSE|Laptop|Colombia|status=OK
2023-05-06 03:54:14|USR00294|SHARE|Tablet|Argentina|status=OK
2023-06-24 21:13:06|USR00535|LOGOUT|Smart TV|USA|session_duration=173min
2023-12-20 14:35:56|USR00757|ERROR|Smart TV|Germany|type=AUTH_EXPIRED,severity=HIGH
2023-07-30 12:37:37|USR00859|PLAY|Laptop|USA|content=CNT00391,quality=HDR
2023-08-02 18:27:46|USR00023|SEARCH|Desktop|Peru|query='new releases',results=62
2023-02-16 04:12:13|USR00510|STOP|Laptop|Argentina|status=OK
2023-11-22 10:13:26|USR00141|DOWNLOAD|Desktop|Chile|status=OK
2024-05-08 00:52:08|USR00694|LOGIN|Tablet|Mexico|ip=192.168.71.241,success=True
2024-07-07 09:33:41|USR00430|PAUSE|Tablet|Argentina|status=OK
2023-09-24 19:00:29|USR00429|PAUSE|Desktop|Japan|status=OK
2024-04-29 18:01:47|USR00624|PAUSE|Tablet|France|status=OK
2023-12-20 09:50:19|USR00656|LOGIN|Laptop|Korea|ip=192.168.241.65,success=True
2024-12-29 10:16:00|USR00680|STOP|Mobile|Brazil|status=OK
2023-10-07 16:18:42|USR00393|LOGIN|Smart TV|Chile|ip=192.168.6.156,success=True
2023-07-04 22:08:17|USR00034|RATE|Tablet|USA|content=CNT00441,rating=4
2024-12-29 12:36:20|USR00782|BROWSE|Mobile|USA|status=OK
2024-08-13 06:50:40|USR00819|LOGIN|Gaming Console|Chile|ip=192.168.64.233,success=True
2024-07-11 14:40:37|USR00856|RATE|Desktop|Germany|content=CNT00040,rating=3
2024-02-23 11:11:16|USR00704|LOGIN|Laptop|France|ip=192.168.233.174,success=True
2023-03-17 02:58:54|USR00781|LOGIN|Gaming Console|France|ip=192.168.182.224,success=True
2023-03-19 12:12:54|USR00505|SHARE|Tablet|Mexico|status=OK
2024-11-01 14:37:28|USR00080|LOGIN|Gaming Console|Spain|ip=192.168.199.159,success=True
2023-12-19 22:57:10|USR00103|SHARE|Mobile|USA|status=OK
2023-05-15 09:04:46|USR00494|PLAY|Laptop|UK|content=CNT00352,quality=Full HD
2024-06-18 16:57:16|USR00709|DOWNLOAD|Smart TV|Argentina|status=OK
2023-05-18 09:35:51|USR00704|LOGIN|Desktop|Peru|ip=192.168.122.253,success=True
2024-03-11 16:34:11|USR00769|PAUSE|Gaming Console|Colombia|status=OK
2024-11-14 15:57:15|USR00202|ERROR|Smart TV|Germany|type=NETWORK_TIMEOUT,severity=CRITICAL
2023-07-23 20:14:46|USR00355|SHARE|Mobile|Germany|status=OK
2023-02-23 23:30:32|USR00741|PLAY|Mobile|Peru|content=CNT00017,quality=4K
2024-04-20 18:38:53|USR00851|DOWNLOAD|Gaming Console|Japan|status=OK
2023-08-14 08:37:26|USR00580|LOGOUT|Tablet|France|session_duration=115min
2024-08-22 16:41:14|USR00066|SHARE|Mobile|Brazil|status=OK
2023-01-31 12:36:07|USR00058|RATE|Gaming Console|Mexico|content=CNT00250,rating=2
2023-05-01 01:41:44|USR00423|DOWNLOAD|Mobile|Spain|status=OK
2024-12-03 23:04:57|USR00765|LOGIN|Laptop|Colombia|ip=192.168.133.147,success=True
2023-12-11 10:54:44|USR00772|DOWNLOAD|Laptop|USA|status=OK
2024-08-05 00:48:39|USR00224|SEARCH|Gaming Console|Mexico|query='new releases',results=104
2024-02-17 02:19:05|USR00711|LOGIN|Desktop|Peru|ip=192.168.14.126,success=True
2023-10-23 03:32:36|USR00308|LOGOUT|Mobile|Peru|session_duration=29min
2024-01-23 03:28:24|USR00348|STOP|Gaming Console|Korea|status=OK
2023-09-22 14:50:52|USR00028|LOGOUT|Mobile|Germany|session_duration=151min
2023-06-28 02:46:35|USR00253|PLAY|Mobile|France|content=CNT00068,quality=SD
2023-02-12 08:30:44|USR00003|DOWNLOAD|Smart TV|Chile|status=OK
2023-08-05 04:13:17|USR00815|LOGOUT|Desktop|Argentina|session_duration=101min
2024-01-28 22:16:50|USR00996|RATE|Tablet|Brazil|content=CNT00483,rating=1
2024-08-03 13:41:09|USR00264|SEARCH|Tablet|France|query='new releases',results=150
2024-10-30 02:28:32|USR00724|PAUSE|Tablet|Mexico|status=OK
2024-10-12 10:12:45|USR00575|STOP|Smart TV|Mexico|status=OK
2023-11-15 10:25:07|USR00146|RATE|Tablet|Argentina|content=CNT00124,rating=4
2024-07-27 19:54:43|USR00751|BROWSE|Desktop|Korea|status=OK
2024-05-04 08:29:25|USR00611|LOGIN|Desktop|Germany|ip=192.168.94.243,success=True
2023-09-26 20:23:30|USR00464|LOGOUT|Desktop|USA|session_duration=99min
2024-11-21 09:46:21|USR00633|STOP|Tablet|Chile|status=OK
2024-12-20 13:17:12|USR00243|SEARCH|Laptop|Japan|query='top rated',results=17
2023-12-17 13:34:42|USR00737|LOGIN|Laptop|Chile|ip=192.168.33.182,success=True
2024-08-26 22:08:09|USR00915|STOP|Tablet|Italy|status=OK
2023-09-06 00:17:22|USR00116|LOGOUT|Gaming Console|Argentina|session_duration=150min
2024-05-06 18:10:21|USR00639|BROWSE|Smart TV|Korea|status=OK
2023-01-29 13:42:39|USR00681|BROWSE|Tablet|Germany|status=OK
2023-08-05 22:26:35|USR00902|DOWNLOAD|Laptop|Spain|status=OK
2024-04-15 04:24:29|USR00744|RATE|Smart TV|Japan|content=CNT00209,rating=5
2024-10-21 20:14:56|USR00150|RATE|Desktop|Brazil|content=CNT00257,rating=4
2023-11-08 07:42:21|USR00442|DOWNLOAD|Desktop|Peru|status=OK
2023-05-20 03:24:29|USR00646|PLAY|Tablet|Germany|content=CNT00273,quality=4K
2023-10-07 14:57:13|USR00066|PAUSE|Laptop|Italy|status=OK
2023-04-30 05:47:14|USR00520|BROWSE|Mobile|Colombia|status=OK
2024-02-14 18:45:31|USR00997|SHARE|Desktop|USA|status=OK
2023-07-29 22:23:07|USR00257|STOP|Laptop|Italy|status=OK
2023-11-18 14:38:00|USR00446|LOGOUT|Mobile|Germany|session_duration=54min
2024-02-19 02:00:44|USR00982|LOGIN|Gaming Console|France|ip=192.168.167.193,success=True
2024-08-23 00:04:35|USR00236|LOGOUT|Laptop|France|session_duration=37min
2023-06-18 17:32:50|USR00629|SHARE|Mobile|Argentina|status=OK
2023-06-15 23:22:40|USR00361|LOGIN|Gaming Console|Argentina|ip=192.168.222.200,success=True
2023-10-10 20:14:53|USR00681|DOWNLOAD|Smart TV|Argentina|status=OK
2024-10-17 10:03:01|USR00773|SEARCH|Mobile|USA|query='new releases',results=73
2024-01-20 20:33:53|USR00277|BROWSE|Laptop|Chile|status=OK
2024-01-19 15:21:15|USR00808|RATE|Tablet|Korea|content=CNT00242,rating=3
2023-08-01 16:14:20|USR00531|ERROR|Desktop|USA|type=PLAYBACK_FAILED,severity=CRITICAL
2023-06-16 10:57:31|USR00289|DOWNLOAD|Mobile|Italy|status=OK
2023-08-02 20:25:32|USR00820|PLAY|Smart TV|Chile|content=CNT00360,quality=4K
2024-09-20 02:32:23|USR00240|LOGIN|Laptop|Peru|ip=192.168.195.202,success=True
2024-08-08 14:29:29|USR00155|BROWSE|Desktop|Argentina|status=OK
2024-08-18 07:22:18|USR00180|LOGIN|Gaming Console|Brazil|ip=192.168.229.212,success=True
2023-03-09 00:08:20|USR00334|BROWSE|Desktop|Colombia|status=OK
2023-06-03 18:15:51|USR00813|PLAY|Gaming Console|Germany|content=CNT00017,quality=SD
2023-11-03 05:08:48|USR00259|LOGIN|Tablet|Italy|ip=192.168.36.112,success=True
2024-11-26 18:05:03|USR00777|BROWSE|Laptop|Korea|status=OK
2023-06-22 09:33:07|USR00998|BROWSE|Smart TV|Peru|status=OK
2023-03-03 19:28:29|USR00552|BROWSE|Desktop|Japan|status=OK
2024-08-02 17:58:56|USR00223|LOGOUT|Desktop|Colombia|session_duration=22min
2023-09-01 20:42:23|USR00208|PAUSE|Desktop|Mexico|status=OK
2024-05-17 12:37:19|USR00740|STOP|Mobile|Korea|status=OK
2024-11-22 22:45:31|USR00667|PLAY|Laptop|Colombia|content=CNT00088,quality=HDR
2023-04-22 10:25:50|USR00952|STOP|Laptop|Germany|status=OK
2023-02-04 22:22:00|USR00165|SEARCH|Mobile|USA|query='spanish films',results=88
2023-08-01 08:39:38|USR00073|LOGOUT|Gaming Console|Japan|session_duration=43min
2023-01-20 23:08:57|USR00796|LOGOUT|Mobile|Brazil|session_duration=166min
2023-05-16 18:54:07|USR00489|STOP|Smart TV|USA|status=OK
2023-03-08 09:24:54|USR00751|PAUSE|Smart TV|Mexico|status=OK
2023-03-24 17:16:50|USR00203|SHARE|Desktop|Peru|status=OK
2023-07-17 12:21:03|USR00629|PLAY|Smart TV|UK|content=CNT00464,quality=HDR
2024-04-10 23:40:15|USR00848|SEARCH|Smart TV|Mexico|query='action movies',results=85
2023-07-15 07:40:59|USR00620|BROWSE|Tablet|Peru|status=OK
2024-07-03 01:29:09|USR00880|RATE|Desktop|UK|content=CNT00207,rating=3
2024-01-05 13:36:09|USR00139|SEARCH|Smart TV|France|query='comedy series',results=144
2024-01-27 13:59:35|USR00322|SHARE|Desktop|Argentina|status=OK
2024-05-27 02:19:34|USR00954|LOGIN|Laptop|Korea|ip=192.168.240.178,success=True
2023-04-09 18:42:50|USR00116|STOP|Laptop|Peru|status=OK
2023-01-01 22:53:51|USR00764|DOWNLOAD|Gaming Console|Mexico|status=OK
2023-02-08 00:06:44|USR00200|SEARCH|Desktop|Korea|query='spanish films',results=99
2024-11-25 05:01:01|USR00759|LOGIN|Laptop|Argentina|ip=192.168.14.107,success=True
2024-07-09 17:07:28|USR00869|PAUSE|Tablet|USA|status=OK
2023-05-21 02:02:09|USR00534|LOGOUT|Desktop|Italy|session_duration=140min
2024-01-02 16:02:58|USR00702|DOWNLOAD|Desktop|Korea|status=OK
2023-06-29 01:24:47|USR00292|PLAY|Tablet|Korea|content=CNT00415,quality=HD
2024-02-01 21:40:54|USR00027|LOGIN|Smart TV|Argentina|ip=192.168.204.6,success=True
2023-11-03 15:59:56|USR00606|BROWSE|Smart TV|Chile|status=OK
2024-02-04 18:50:12|USR00823|STOP|Laptop|Chile|status=OK
2023-01-15 16:38:38|USR00378|BROWSE|Desktop|France|status=OK
2024-05-12 07:54:28|USR00266|SHARE|Desktop|USA|status=OK
2024-03-11 20:33:58|USR00416|LOGIN|Gaming Console|Mexico|ip=192.168.118.146,success=True
2024-04-14 08:05:03|USR00831|STOP|Mobile|Korea|status=OK
2023-06-19 16:31:46|USR00777|PLAY|Smart TV|Colombia|content=CNT00192,quality=Full HD
2023-06-14 22:04:25|USR00091|SEARCH|Gaming Console|Peru|query='spanish films',results=80
2024-10-15 15:59:42|USR00204|SHARE|Desktop|Germany|status=OK
2023-05-12 03:15:50|USR00690|LOGOUT|Smart TV|Italy|session_duration=167min
2023-03-24 18:18:05|USR00649|LOGIN|Gaming Console|Korea|ip=192.168.184.77,success=True
2023-03-13 14:02:22|USR00919|LOGOUT|Gaming Console|Peru|session_duration=6min
2023-03-16 14:58:36|USR00971|SHARE|Smart TV|Spain|status=OK
2024-10-30 17:36:05|USR00116|SEARCH|Gaming Console|Colombia|query='comedy series',results=142
2023-10-21 13:40:05|USR00319|LOGOUT|Smart TV|Mexico|session_duration=67min
2023-06-04 11:10:37|USR00855|PLAY|Tablet|Colombia|content=CNT00405,quality=HDR
2024-12-04 01:50:31|USR00020|PLAY|Smart TV|Japan|content=CNT00214,quality=HD
2023-08-18 02:23:52|USR00860|STOP|Mobile|Mexico|status=OK
2023-11-06 22:50:00|USR00554|PAUSE|Smart TV|Germany|status=OK
2024-09-21 01:22:04|USR00201|DOWNLOAD|Tablet|Spain|status=OK
2023-03-12 08:21:21|USR00126|PAUSE|Gaming Console|Japan|status=OK
2023-08-19 03:22:40|USR00182|RATE|Desktop|France|content=CNT00315,rating=1
2024-09-01 08:43:18|USR00023|PLAY|Smart TV|Peru|content=CNT00163,quality=SD
2023-03-01 10:00:20|USR00725|LOGIN|Tablet|France|ip=192.168.87.157,success=True
2024-01-16 15:39:34|USR00510|ERROR|Desktop|Korea|type=NETWORK_TIMEOUT,severity=LOW
2024-01-20 01:34:13|USR00831|RATE|Mobile|Brazil|content=CNT00429,rating=1
2024-04-23 13:17:43|USR00838|DOWNLOAD|Smart TV|UK|status=OK
2023-10-17 01:27:55|USR00385|RATE|Smart TV|Mexico|content=CNT00431,rating=3
2024-02-06 16:39:43|USR00996|PLAY|Smart TV|Japan|content=CNT00225,quality=HDR
2023-06-15 08:48:59|USR00886|PLAY|Tablet|Chile|content=CNT00386,quality=HD
2023-09-18 23:24:42|USR00127|PAUSE|Smart TV|Argentina|status=OK
2024-02-22 11:26:45|USR00649|SHARE|Mobile|Mexico|status=OK
2023-08-14 14:19:02|USR00459|BROWSE|Desktop|USA|status=OK
2023-06-14 02:59:36|USR00507|LOGOUT|Desktop|Korea|session_duration=55min
2023-01-05 08:10:32|USR00092|LOGOUT|Mobile|Germany|session_duration=68min
2024-05-27 17:13:33|USR00823|SHARE|Desktop|Spain|status=OK
2024-12-30 15:23:32|USR00861|DOWNLOAD|Laptop|Mexico|status=OK
2024-04-24 06:57:24|USR00124|LOGOUT|Gaming Console|Japan|session_duration=27min
2023-06-09 17:50:53|USR00885|DOWNLOAD|Mobile|Chile|status=OK
2023-02-21 13:36:02|USR00552|RATE|Gaming Console|Germany|content=CNT00324,rating=5
2024-05-02 11:26:39|USR00092|PAUSE|Gaming Console|Colombia|status=OK
2024-09-06 09:58:39|USR00577|DOWNLOAD|Tablet|Colombia|status=OK
2023-01-04 15:09:00|USR00984|STOP|Gaming Console|Germany|status=OK
2023-06-21 19:10:07|USR00194|PAUSE|Desktop|Chile|status=OK
2024-01-09 06:35:04|USR00030|BROWSE|Gaming Console|Japan|status=OK
2024-09-18 08:45:52|USR00458|LOGOUT|Mobile|Peru|session_duration=79min
2024-02-18 02:21:31|USR00600|RATE|Mobile|Mexico|content=CNT00017,rating=5
2024-11-13 13:37:34|USR00760|DOWNLOAD|Tablet|Peru|status=OK
2023-11-26 11:50:32|USR00929|SHARE|Gaming Console|Mexico|status=OK
2024-06-25 14:38:45|USR00259|PAUSE|Laptop|Chile|status=OK
2023-06-19 05:57:05|USR00905|DOWNLOAD|Tablet|Japan|status=OK
2023-01-23 15:46:30|USR00683|STOP|Laptop|Argentina|status=OK
2023-11-02 22:06:44|USR00571|RATE|Laptop|Italy|content=CNT00114,rating=1
2023-10-29 21:17:37|USR00269|LOGIN|Tablet|Japan|ip=192.168.52.136,success=True
2024-04-23 13:00:24|USR00701|LOGIN|Smart TV|Germany|ip=192.168.94.248,success=True
2023-04-17 11:20:16|USR00092|SEARCH|Mobile|Korea|query='action movies',results=125
2024-05-09 11:15:33|USR00805|SEARCH|Gaming Console|UK|query='comedy series',results=58
2024-05-04 21:48:12|USR00741|LOGOUT|Laptop|USA|session_duration=172min
2023-08-29 23:25:33|USR00695|SHARE|Smart TV|Korea|status=OK
2024-09-13 20:56:03|USR00753|SHARE|Laptop|Peru|status=OK
2024-06-27 13:08:40|USR00514|PLAY|Tablet|Brazil|content=CNT00057,quality=HD
2023-08-07 19:34:08|USR00690|BROWSE|Tablet|USA|status=OK
2024-11-09 11:46:36|USR00495|SEARCH|Tablet|Italy|query='new releases',results=80
2024-03-04 09:38:47|USR00203|SEARCH|Smart TV|Peru|query='top rated',results=74
2023-05-03 15:44:16|USR00598|DOWNLOAD|Laptop|Japan|status=OK
2024-12-14 03:59:52|USR00628|SHARE|Gaming Console|Mexico|status=OK
2023-10-30 22:39:32|USR00521|LOGOUT|Laptop|Chile|session_duration=144min
2024-05-01 21:53:07|USR00711|PAUSE|Gaming Console|Peru|status=OK
2023-04-07 20:52:55|USR00083|PLAY|Gaming Console|Germany|content=CNT00137,quality=4K
2023-10-06 06:51:32|USR00238|PAUSE|Gaming Console|USA|status=OK
2024-12-02 07:28:55|USR00422|DOWNLOAD|Desktop|Germany|status=OK
2023-10-31 11:02:25|USR00535|LOGOUT|Tablet|Spain|session_duration=157min
2024-09-24 13:35:04|USR00866|SEARCH|Tablet|Spain|query='action movies',results=129
2023-02-21 08:40:19|USR00750|RATE|Desktop|Korea|content=CNT00128,rating=1
2023-07-26 14:33:51|USR00886|LOGOUT|Desktop|Peru|session_duration=10min
2024-09-06 00:07:30|USR00747|PAUSE|Smart TV|Japan|status=OK
2023-05-06 23:09:33|USR00015|LOGIN|Desktop|Brazil|ip=192.168.251.110,success=True
2023-01-17 18:54:02|USR00773|SHARE|Smart TV|Colombia|status=OK
2023-08-09 07:07:54|USR00388|RATE|Mobile|Argentina|content=CNT00104,rating=4
2023-12-03 13:05:54|USR00665|DOWNLOAD|Laptop|France|status=OK
2024-11-26 07:32:27|USR00936|DOWNLOAD|Laptop|Chile|status=OK
2024-04-15 07:41:46|USR00003|SHARE|Laptop|Mexico|status=OK
2023-07-20 04:35:14|USR00158|BROWSE|Mobile|Italy|status=OK
2024-04-19 15:18:58|USR00963|PLAY|Desktop|Peru|content=CNT00426,quality=Full HD
2023-04-21 12:30:33|USR00110|RATE|Desktop|Italy|content=CNT00399,rating=2
2023-03-06 13:40:16|USR00264|LOGOUT|Gaming Console|Argentina|session_duration=11min
2024-10-16 00:44:24|USR00697|PLAY|Gaming Console|Chile|content=CNT00374,quality=HDR
2024-07-06 08:43:56|USR00916|PAUSE|Gaming Console|Italy|status=OK
2024-02-11 02:32:51|USR00282|PLAY|Smart TV|UK|content=CNT00094,quality=Full HD
2024-10-07 07:28:33|USR00448|SEARCH|Tablet|UK|query='top rated',results=51
2023-07-26 02:22:27|USR00818|LOGOUT|Tablet|Spain|session_duration=49min
2024-09-15 00:00:09|USR00644|RATE|Desktop|Argentina|content=CNT00492,rating=1
2024-01-13 23:44:26|USR00136|LOGOUT|Laptop|Korea|session_duration=119min
2023-02-19 14:51:27|USR00412|LOGIN|Smart TV|Spain|ip=192.168.142.71,success=True
2024-03-16 11:59:44|USR00240|STOP|Desktop|Peru|status=OK
2023-01-05 07:15:42|USR00631|STOP|Tablet|Spain|status=OK
2023-01-16 17:02:30|USR00838|DOWNLOAD|Laptop|USA|status=OK
2024-10-21 01:19:19|USR00198|BROWSE|Laptop|UK|status=OK
2024-12-03 07:14:00|USR00597|DOWNLOAD|Mobile|Colombia|status=OK
2023-12-23 00:49:46|USR00039|BROWSE|Smart TV|UK|status=OK
2024-03-04 18:41:27|USR00075|RATE|Mobile|Chile|content=CNT00119,rating=3
2023-02-17 10:19:42|USR00535|SEARCH|Gaming Console|UK|query='comedy series',results=68
2024-10-29 06:55:45|USR00969|ERROR|Desktop|Chile|type=CONTENT_UNAVAILABLE,severity=HIGH
2024-11-07 15:16:11|USR00432|SEARCH|Tablet|Italy|query='top rated',results=28
2023-03-09 14:25:43|USR00209|LOGIN|Desktop|Brazil|ip=192.168.47.132,success=True
2023-01-03 22:00:59|USR00573|STOP|Gaming Console|France|status=OK
2023-02-26 16:07:56|USR00115|LOGIN|Desktop|Korea|ip=192.168.18.104,success=True
2024-07-09 20:03:02|USR00611|SHARE|Tablet|Italy|status=OK
2023-10-16 22:54:40|USR00035|LOGIN|Desktop|Korea|ip=192.168.43.194,success=True
2024-10-19 01:16:58|USR00494|STOP|Gaming Console|UK|status=OK
2023-09-20 17:46:58|USR00931|LOGOUT|Desktop|Japan|session_duration=12min
2023-02-02 06:32:04|USR00237|LOGIN|Tablet|Mexico|ip=192.168.18.53,success=True
2024-04-21 20:07:30|USR00384|SHARE|Smart TV|Korea|status=OK
2024-07-06 18:08:16|USR00220|LOGOUT|Smart TV|Argentina|session_duration=9min
2024-03-07 23:53:01|USR00747|LOGIN|Mobile|Argentina|ip=192.168.93.42,success=True
2023-06-29 14:20:21|USR00154|RATE|Mobile|Chile|content=CNT00475,rating=4
2024-09-08 05:55:17|USR00597|LOGOUT|Mobile|Mexico|session_duration=169min
2024-07-23 12:47:39|USR00320|PAUSE|Desktop|Argentina|status=OK
2023-03-21 21:57:32|USR00047|LOGIN|Laptop|Germany|ip=192.168.53.146,success=True
2023-02-04 14:25:39|USR00561|PLAY|Laptop|Mexico|content=CNT00312,quality=Full HD
2024-02-21 16:43:39|USR00652|RATE|Smart TV|Peru|content=CNT00498,rating=1
2024-04-25 01:14:44|USR00535|PLAY|Smart TV|Spain|content=CNT00126,quality=HDR
2023-01-19 04:19:28|USR00794|LOGOUT|Desktop|Argentina|session_duration=89min
2024-04-07 16:59:26|USR00411|DOWNLOAD|Gaming Console|Spain|status=OK
2024-11-19 02:49:43|USR00968|DOWNLOAD|Tablet|Chile|status=OK
2024-05-20 09:59:46|USR00479|PAUSE|Gaming Console|Colombia|status=OK
2024-12-24 01:35:47|USR00003|LOGOUT|Gaming Console|Italy|session_duration=84min
2023-08-11 18:22:06|USR00854|LOGOUT|Gaming Console|Brazil|session_duration=98min
2023-08-26 19:03:40|USR00321|PAUSE|Desktop|Colombia|status=OK
2024-05-03 01:41:45|USR00570|RATE|Tablet|Colombia|content=CNT00376,rating=3
2024-06-25 21:50:13|USR00503|SHARE|Mobile|Peru|status=OK
2024-09-23 10:30:44|USR00531|PLAY|Gaming Console|UK|content=CNT00226,quality=4K
2024-04-08 07:56:28|USR00123|PLAY|Gaming Console|Italy|content=CNT00049,quality=Full HD
2023-05-23 10:30:14|USR00460|LOGIN|Smart TV|Mexico|ip=192.168.44.26,success=True
2023-01-03 09:26:36|USR00653|SHARE|Desktop|Mexico|status=OK
2024-08-15 17:07:01|USR00241|RATE|Tablet|Germany|content=CNT00197,rating=5
2023-04-01 12:00:21|USR00538|PAUSE|Tablet|Japan|status=OK
2024-05-31 21:46:23|USR00419|RATE|Mobile|Germany|content=CNT00139,rating=2
2024-12-09 19:12:01|USR00389|PLAY|Gaming Console|Japan|content=CNT00460,quality=HDR
2024-10-19 11:07:54|USR00626|PLAY|Tablet|Chile|content=CNT00010,quality=Full HD
2023-08-01 04:32:26|USR00275|PAUSE|Gaming Console|Italy|status=OK
2024-10-01 02:46:02|USR00691|PAUSE|Mobile|Spain|status=OK
2024-07-05 08:41:42|USR00404|LOGOUT|Desktop|Peru|session_duration=92min
2023-10-21 22:20:36|USR00636|LOGOUT|Desktop|Argentina|session_duration=156min
2024-04-09 18:36:04|USR00429|STOP|Tablet|Mexico|status=OK
2023-05-20 12:22:14|USR00465|DOWNLOAD|Desktop|Spain|status=OK
2024-12-21 03:54:20|USR00436|DOWNLOAD|Desktop|Mexico|status=OK
2023-09-30 12:01:16|USR00548|PAUSE|Smart TV|Spain|status=OK
2024-04-16 10:50:57|USR00966|LOGIN|Gaming Console|Colombia|ip=192.168.68.94,success=True
2023-05-31 15:45:29|USR00468|SEARCH|Smart TV|Colombia|query='action movies',results=98
2024-04-18 10:45:47|USR00078|LOGIN|Mobile|Peru|ip=192.168.49.115,success=True
2024-04-16 19:37:16|USR00084|ERROR|Desktop|Brazil|type=AUTH_EXPIRED,severity=LOW
2023-12-03 20:56:51|USR00594|DOWNLOAD|Gaming Console|Colombia|status=OK
2024-09-24 20:27:56|USR00362|PAUSE|Mobile|Spain|status=OK
2024-02-08 22:14:07|USR00243|STOP|Tablet|Chile|status=OK
2024-12-19 23:21:11|USR00962|PLAY|Desktop|Korea|content=CNT00400,quality=HD
2024-07-27 05:22:17|USR00436|STOP|Gaming Console|Chile|status=OK
2023-07-16 21:34:58|USR00879|LOGOUT|Desktop|France|session_duration=52min
2024-09-25 15:45:28|USR00170|PAUSE|Tablet|Mexico|status=OK
2023-04-12 07:13:31|USR00331|STOP|Tablet|Spain|status=OK
2024-06-07 09:38:42|USR00827|PAUSE|Tablet|Chile|status=OK
2024-10-24 07:40:43|USR00811|SEARCH|Desktop|UK|query='action movies',results=30
2024-10-28 20:23:27|USR00380|ERROR|Gaming Console|Italy|type=NETWORK_TIMEOUT,severity=LOW
2024-10-25 11:06:00|USR00947|LOGIN|Laptop|Korea|ip=192.168.47.84,success=True
2024-01-05 03:37:00|USR00030|STOP|Desktop|Germany|status=OK
2024-12-21 19:27:10|USR00906|STOP|Desktop|Chile|status=OK
2023-02-28 04:19:09|USR00550|BROWSE|Tablet|Brazil|status=OK
2023-06-11 08:31:49|USR00645|SHARE|Laptop|UK|status=OK
2024-01-05 21:41:51|USR00970|PAUSE|Desktop|Spain|status=OK
2024-08-29 23:27:47|USR00723|LOGOUT|Laptop|Colombia|session_duration=153min
2024-06-01 16:19:08|USR00319|BROWSE|Laptop|Argentina|status=OK
2023-01-18 05:15:47|USR00187|RATE|Smart TV|Korea|content=CNT00167,rating=2
2023-11-06 05:10:52|USR00805|RATE|Gaming Console|Spain|content=CNT00049,rating=4
2024-09-24 17:58:24|USR00278|BROWSE|Smart TV|Japan|status=OK
2023-11-25 20:13:08|USR00273|PAUSE|Desktop|UK|status=OK
2023-12-09 03:51:38|USR00531|PAUSE|Mobile|Peru|status=OK
2024-07-28 11:16:54|USR00801|PLAY|Smart TV|Colombia|content=CNT00220,quality=HDR
2024-06-10 16:23:54|USR00933|DOWNLOAD|Desktop|Argentina|status=OK
2024-07-12 14:41:20|USR00753|SHARE|Tablet|USA|status=OK
